weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,previous_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website,Address,latitude,longitude
737.4,102.0,0.35,3.0,3587.954881,116.0,21.25519126,0.28,4.6,185,6.0,4.9,0.67,17.0,,1.84,,1.0,12.0,28134.0,32834.0,Washworks Express,601 E King Ave,Kingsville,78363,1587,1,chain+street+zip,16.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://washworksexpress.co/,"Washworks Express, 601 E King Ave, Kingsville, TX, 78363",27.5153194,-97.8615725
1037.9,111.0,30.94,87.0,2978.726619,139.0,17.07349727,0.16,3.4,238,13.0,3.2,0.09,181.0,1.48,1.23,2.23,2.0,4.0,72424.88,83882.0,Mach 1 Express Wash,5201 NJ-70,Pennsauken Township,8109,856,5,chain+street+zip,5.0,Northeast,NJ,1,25,1.48,0,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 5201 NJ-70, Pennsauken Township, NJ, 8109",,
1200.6,114.0,50.89,92.0,2993.263531,132.0,17.20874317,0.24,4.2,135,6.0,4.8,1.91,1805.0,4.2,3.97,2.37,6.0,2.0,30955.02,36121.0,Dix Hill Car Wash New,1232 E Jericho Turnpike,Huntington,11743,425,1,chain+street+zip,2.0,Northeast,NY,1,28,4.2,0,3,Full Service,https://dix-hills-car-wash.edan.io/,"Dix Hill Car Wash New, 1232 E Jericho Turnpike, Huntington, NY, 11743",40.832417,-73.36119
997.7,108.0,30.45,84.0,3001.882567,137.0,16.99480874,0.05,3.8,229,13.0,1.0,0.37,1.0,,4.37,2.18,8.0,17.0,63456.32,75266.18,Wash Industries,4601 Chestnut St,Philadelphia,19139,1530,7,chain+street+zip,7.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 4601 Chestnut St, Philadelphia, PA, 19139",39.9574455,-75.2135352
1431.8,144.0,0.0,0.0,3573.669258,170.0,15.05628415,0.21,3.9,42,14.0,4.6,0.69,793.0,3.2,0.4,2.36,1.0,8.0,22782.47,27288.22,Waterways Car Spa,1325 Semoran Blvd,Casselberry,32707,1598,1,chain+street+zip,5.0,South,FL,2,7,3.2,0,2,Flex,https://www.waterwayscarspa.com/,"Waterways Car Spa, 1325 Semoran Blvd, Casselberry, FL, 32707",28.654755,-81.33246
1441.5,88.0,18.9,33.0,3440.744806,141.0,19.33306011,0.12,3.5,17,9.0,4.0,0.11,458.0,4.69,0.72,1.11,,6.0,267600.46,316208.0,Super Splash Carwash,400 S Preston Rd,Prosper,75078,1378,1,chain+street+zip,3.0,South,TX,2,37,4.69,2,1,Express Tunnel,https://supersplashprosper.com/manage-my-membership/,"Super Splash Carwash, 400 S Preston Rd, Prosper, TX, 75078",33.232045,-96.792765
1051.1,109.0,53.13,73.0,3072.856061,135.0,29.60409836,0.05,4.4,176,4.0,4.4,1.75,270.0,,3.75,,,0.0,13243.53,15586.0,Patriot Petroleum,2340 W Main Rd,Portsmouth,2871,1100,1,chain+street+zip,6.0,Northeast,RI,1,33,99.0,0,2,Mobile,https://www.patriotpetroleumsolutions.com/,"Patriot Petroleum, 2340 W Main Rd, Portsmouth, RI, 2871",41.560534,-71.285656
1625.1,154.0,7.84,11.0,3388.153914,147.0,15.64153005,0.43,3.6,17,12.0,5.0,0.33,20.0,,2.13,2.61,3.0,12.0,132441.0,157641.0,Suds Deluxe,3327 Spencer Hwy,Pasadena,77504,1357,5,chain+street+zip,3.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://www.sudsdeluxe.com/,"Suds Deluxe, 3327 Spencer Hwy, Pasadena, TX, 77504",29.665452,-95.193657
957.8,120.0,9.73,40.0,3356.278,174.0,16.75819672,0.69,3.0,2,8.0,4.6,0.58,292.0,,0.21,4.36,,3.0,59525.12,70093.0,Koala Car Wash,1560 Lexington Rd,Athens,30605,665,1,chain+street+zip,7.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.koalaexpresscarwash.com/contact-us,"Koala Car Wash, 1560 Lexington Rd, Athens, GA, 30605",33.930623,-83.307606
401.8,41.0,0.0,0.0,3863.671978,146.0,11.50737705,0.21,4.4,46,13.0,3.0,0.39,3.0,2.44,1.22,2.67,1.0,8.0,68274.21,81635.0,Sonoran Express Car Wash,16843 N 43rd Ave,Phoenix,85053,1274,1,chain+street+zip,7.0,West,AZ,4,2,2.44,0,1,Express Tunnel,https://sonoranexpresscarwash.com/,"Sonoran Express Car Wash, 16843 N 43rd Ave, Phoenix, AZ, 85053",33.638276,-112.151072
636.5,44.0,0.35,0.0,3817.996114,181.0,13.76338798,0.04,4.1,168,14.0,4.7,0.08,87.0,,1.98,4.54,1.0,2.0,23415.0,28228.0,Magic Brush,2122 W Highland Ave,San Bernardino,92407,865,3,chain+street+zip,2.0,West,CA,4,3,99.0,0,3,Hand Wash / Detail,https://magicbrushofficial.com/,"Magic Brush, 2122 W Highland Ave, San Bernardino, CA, 92407",34.136605,-117.336211
1319.2,173.0,0.0,0.0,3694.976689,151.0,15.1636612,0.13,3.9,172,15.0,4.4,0.25,96.0,4.7,1.43,4.66,7.0,6.0,55709.19,66609.0,Moyka 441,1080 NW 31st Ave,Fort Lauderdale,33311,1041,3,chain+street+zip,3.0,South,FL,2,7,4.7,0,1,Express Tunnel,https://m-carwash.com/,"Moyka 441, 1080 NW 31st Ave, Fort Lauderdale, FL, 33311",26.1377151,-80.1862354
787.8,129.0,156.66,149.0,2773.362478,118.0,19.98715847,0.06,3.8,24,9.0,,0.22,,,1.98,,3.0,9.0,106471.01,128262.63,Riverside,617 N Mitchell St,Cadillac,49601,1175,2,chain+street+zip,8.0,Midwest,MI,0,17,99.0,0,3,Full Service,,"Riverside, 617 N Mitchell St, Cadillac, MI, 49601",44.25531,-85.4039916
1172.9,117.0,45.92,81.0,3068.2412,134.0,19.35081967,0.54,5.0,2,12.0,3.1,0.13,402.0,4.95,,2.5,5.0,11.0,21092.06,25390.23,Some Guys Car Wash,1287 Deer Park Ave,North Babylon,11703,1269,1,chain+street+zip,15.0,Northeast,NY,1,28,4.95,0,3,Hand Wash / Detail,https://www.chemicalguys.com/,"Some Guys Car Wash, 1287 Deer Park Ave, North Babylon, NY, 11703",40.740348,-73.320643
536.9,47.0,0.0,0.0,3564.198306,247.0,14.27076503,0.23,3.0,2,14.0,4.4,0.23,86.0,,3.69,0.95,,10.0,17621.45,20712.53,Newport auto spa,1461 Superior Ave,Newport Beach,92663,1076,1,chain+street+zip,5.0,West,CA,4,3,99.0,0,3,Full Service,https://newportbeachautospa.com/,"Newport auto spa, 1461 Superior Ave, Newport Beach, CA, 92663",33.627934,-117.932305
1129.8,114.0,45.99,88.0,3024.332583,134.0,17.48142077,0.37,4.0,142,9.0,1.0,1.1,2.0,2.72,2.88,2.78,1.0,10.0,32227.46,36227.78,Expressway 55,800 Motor Pkwy,Brentwood,11717,485,1,chain+street+zip,18.0,Northeast,NY,1,28,2.72,0,1,Express Tunnel,,"Expressway 55, 800 Motor Pkwy, Brentwood, NY, 11717",40.80559,-73.233327
1260.7,148.0,4.76,13.0,3364.18005,132.0,14.87650273,0.11,4.0,53,13.0,4.6,0.25,1302.0,3.06,1.53,3.12,4.0,5.0,116705.78,142170.0,Cadillac Express Carwash,13450 Tomball Pkwy,Houston,77086,259,1,chain+street+zip,7.0,South,TX,2,37,3.06,0,1,Express Tunnel,https://www.cadillacexpresscarwash.com/,"Cadillac Express Carwash, 13450 Tomball Pkwy, Houston, TX, 77086",29.9284715,-95.505284
1202.3,137.0,8.54,50.0,3336.474322,173.0,16.7204918,0.13,3.7,42,6.0,3.6,0.25,77.0,,1.73,1.9,3.0,8.0,38636.46,47191.0,Mr Clean Car Wash,220 Riverstone Pkwy,Canton,30114,1057,15,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 220 Riverstone Pkwy, Canton, GA, 30114",34.2440187,-84.488228
1155.7,143.0,0.0,0.0,3716.907222,176.0,16.23224044,0.44,2.5,8,6.0,4.8,0.8,396.0,0.37,2.53,0.08,4.0,7.0,55809.0,68693.0,Blu Palm Express,8403 S Tamiami Trail,Sarasota,34238,82,1,chain+street+zip,4.0,South,FL,2,7,0.37,0,1,Express Tunnel,https://www.blupalmexpress.com/,"Blu Palm Express, 8403 S Tamiami Trail, Sarasota, FL, 34238",27.2288441,-82.4938241
903.6,126.0,40.32,86.0,3197.0293,156.0,17.13907104,0.26,4.4,54,6.0,4.9,1.43,110.0,,3.9,4.13,3.0,7.0,46204.74,56798.81,Jet Express Car Wash,1501 S Main St,Blacksburg,24060,644,1,chain+street+zip,4.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://www.jetexpresscarwash.com/,"Jet Express Car Wash, 1501 S Main St, Blacksburg, VA, 24060",37.2137622,-80.3996817
1003.7,127.0,7.7,13.0,3478.991008,152.0,14.60136612,0.06,3.7,62,11.0,,0.76,,2.0,1.81,2.19,1.0,8.0,67297.81,83141.0,Go Clean Car Wash,2315 Capital Cir NE,Tallahassee,32308,558,1,chain+street+zip,3.0,South,FL,2,7,2.0,0,3,Full Service,https://gocleans.co/,"Go Clean Car Wash, 2315 Capital Cir NE, Tallahassee, FL, 32308",30.482631,-84.235242
852.0,87.0,33.81,82.0,3353.789739,139.0,21.86584699,0.45,3.6,52,10.0,3.2,0.41,43.0,,1.49,,,5.0,36298.44,43826.95,Fastlane Express Car Wash,924 E 30th Ave,Hutchinson,67502,494,1,chain+street+zip,11.0,Midwest,KS,0,12,99.0,0,1,Express Tunnel,http://www.fastlaneexpresscarwash.com/,"Fastlane Express Car Wash, 924 E 30th Ave, Hutchinson, KS, 67502",38.0870386,-97.9110651
353.6,86.0,63.35,119.0,3548.774697,124.0,26.03032787,0.14,4.0,161,9.0,4.4,0.54,413.0,,1.37,2.2,1.0,7.0,63793.45,79156.0,Clean Wheels,3919 Cheyenne Street,Cheyenne,82001,321,1,chain+street+zip,6.0,West,WY,4,45,99.0,0,1,Express Tunnel,https://www.cleanwheelswash.com/,"Clean Wheels, 3919 Cheyenne Street, Cheyenne, WY, 82001",41.146906,-104.7615859
1380.8,125.0,11.55,52.0,3234.956244,163.0,18.18934426,1.71,4.4,27,4.0,4.0,2.44,62.0,4.29,3.16,4.17,,0.0,46988.36,58232.0,Wash N Roll,24925 US-72,Athens,35613,1548,6,chain+street+zip,3.0,South,AL,2,0,4.29,0,1,Express Tunnel,https://www.mywashnroll.net/,"Wash N Roll, 24925 US-72, Athens, AL, 35613",34.754967,-86.82934
1327.6,143.0,3.57,12.0,3330.218383,140.0,15.71311475,0.07,3.8,68,9.0,2.9,0.24,8.0,3.82,0.81,4.16,,2.0,16250.58,21023.02,Superior Mermaid Carwash,1750 NORTH PARK DRIVE,KINGWOOD,77339,1387,1,chain+street+zip,10.0,South,TX,2,37,3.82,0,3,Full Service,https://superior-mermaid-car-wash-lube.com-place.com/,"Superior Mermaid Carwash, 1750 NORTH PARK DRIVE, KINGWOOD, TX, 77339",30.068153,-95.2278537
1393.8,143.0,28.28,70.0,3165.498839,147.0,18.28797814,0.01,4.0,44,9.0,5.0,0.41,1.0,,1.4,,,1.0,7963.51,10352.19,Circle K,1990 Oak Hill Road,Somerset,42503,301,2,chain+street+zip,3.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.circlek.com/newcarwash,"Circle K, 1990 Oak Hill Road, Somerset, KY, 42503",37.05817,-84.646174
1324.1,171.0,0.0,0.0,3677.300844,154.0,15.68087432,0.11,3.6,145,13.0,4.6,0.11,45.0,1.46,2.94,3.51,1.0,7.0,170605.44,168423.38,Finz Car Wash,801 W Yamato Rd,Boca Raton,33431,499,1,chain+street+zip,2.0,South,FL,2,7,1.46,1,1,Express Tunnel,https://finzcarwash.mywashaccount.com/,"Finz Car Wash, 801 W Yamato Rd, Boca Raton, FL, 33431",26.3944943,-80.1161383
1442.3,128.0,21.0,42.0,3274.058011,148.0,16.35901639,0.09,3.8,189,8.0,,0.29,,1.75,0.97,4.06,,7.0,117813.0,156411.0,Century Car Wash,7050 Winchester Rd,Memphis,38125,279,5,chain+street+zip,3.0,South,TN,2,36,1.75,0,1,Express Tunnel,https://centurycarwash.mywashaccount.com/,"Century Car Wash, 7050 Winchester Rd, Memphis, TN, 38125",35.0491648,-89.8282628
1550.6,145.0,7.63,13.0,3387.156764,152.0,17.60437158,0.07,2.3,3,12.0,,0.76,,,3.2,3.61,,14.0,7787.78,10009.6,Valvoline Express Care,6455 Prutzman Rd,Beaumont,77706,1499,1,chain+street+zip,6.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://expresscarebyvalvoline.com/,"Valvoline Express Care, 6455 Prutzman Rd, Beaumont, TX, 77706",30.076585,-94.170757
1153.5,129.0,49.0,100.0,2957.722836,138.0,18.34972678,0.11,4.2,132,6.0,4.1,0.48,84.0,,3.0,3.55,2.0,3.0,12991.53,17616.72,Mistic Express Car Wash,1052 Kauffman Ave,Fairborn,45324,1024,3,chain+street+zip,7.0,Midwest,OH,0,29,99.0,0,2,Flex,https://sswash.com/mistic-express-car-wash-detail-dayton-montgomery-county-ohio/,"Mistic Express Car Wash, 1052 Kauffman Ave, Fairborn, OH, 45324",39.8098066,-84.0258578
1422.6,131.0,47.39,75.0,3113.536311,136.0,15.04672131,0.64,2.2,17,13.0,4.4,0.83,1191.0,4.71,2.1,0.76,2.0,10.0,34265.18,40434.62,Louisville Honda World,1 Swope Autocenter Dr,Louisville,40299,693,1,chain+street+zip,13.0,South,KY,2,13,4.71,0,3,Full Service,https://louisvillehondaworldservice.com/schedule-service/,"Louisville Honda World, 1 Swope Autocenter Dr, Louisville, KY, 40299",38.216972,-85.581459
1388.8,145.0,31.5,74.0,3171.775733,145.0,18.52103825,1.64,3.0,21,0.0,,,,,,,,0.0,8442.78,11324.57,Circle K,954 US-27,Somerset,42501,298,1,chain+street+zip,7.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.circlek.com/newcarwash,"Circle K, 954 US-27, Somerset, KY, 42501",37.149819896819245,-84.51972930333592
482.7,44.0,0.63,7.0,3655.049206,133.0,15.21338798,0.06,2.3,41,15.0,4.3,0.16,263.0,3.58,2.65,3.47,5.0,9.0,1267.54,1621.4,Chandi Carwash,1801 Lander Ave,Turlock,95380,296,1,chain+street+zip,4.0,West,CA,4,3,3.58,0,1,Express Tunnel,,"Chandi Carwash, 1801 Lander Ave, Turlock, CA, 95380",37.4759997,-120.8493861
1090.2,130.0,9.59,38.0,3324.895128,169.0,16.26065574,0.59,3.8,28,12.0,4.9,0.63,232.0,,1.79,0.75,5.0,12.0,68118.34,93800.0,Mr Clean Car Wash,988 Duluth Hwy #120,Lawrenceville,30043,1059,11,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 988 Duluth Hwy #120, Lawrenceville, GA, 30043",33.968317,-84.027426
471.6,39.0,0.0,0.0,3580.666322,254.0,10.27978142,0.57,3.9,60,13.0,5.0,0.1,2.0,3.17,0.81,1.31,3.0,1.0,16752.09,23357.04,Superfine Auto Spa,21011 Pioneer Blvd,Lakewood,90715,1382,1,chain+street+zip,2.0,West,CA,4,3,3.17,0,2,Flex,https://www.superfineautospa.com/,"Superfine Auto Spa, 21011 Pioneer Blvd, Lakewood, CA, 90715",33.8384028,-118.0824009
1125.0,138.0,9.38,37.0,3337.213678,173.0,15.8420765,0.23,3.5,217,9.0,4.3,1.57,23.0,4.9,1.93,,5.0,2.0,96008.43,134570.0,Gloss Car Wash,5712 Lawrenceville Hwy,Lilburn,30047,556,1,chain+street+zip,3.0,South,GA,2,8,4.9,0,1,Express Tunnel,https://glosscarwash.mywashaccount.com/login,"Gloss Car Wash, 5712 Lawrenceville Hwy, Lilburn, GA, 30047",33.8788494,-84.166362
147.9,21.0,8.33,6.0,3937.789519,132.0,23.42404372,0.32,4.3,63,4.0,3.4,0.11,151.0,,0.36,,3.0,12.0,68422.0,97971.0,JJ Express Car Wash,2185 US-70,Thatcher,85552,649,1,chain+street+zip,3.0,West,AZ,4,2,99.0,0,1,Express Tunnel,https://whistleexpresscarwash.com/,"JJ Express Car Wash, 2185 US-70, Thatcher, AZ, 85552",32.837714,-109.7352702
1057.5,127.0,0.0,5.0,3615.99455,163.0,15.94153005,0.44,3.3,33,8.0,4.8,0.43,90.0,4.12,0.28,4.38,1.0,8.0,54637.78,78764.16,Mr Clean Car Wash,890 Blanding Blvd,Orange Park,32065,1055,14,chain+street+zip,2.0,South,FL,2,7,4.12,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 890 Blanding Blvd, Orange Park, FL, 32065",30.1420232,-81.7681602
1107.2,147.0,11.62,52.0,3299.480633,176.0,16.60874317,0.13,4.5,241,2.0,4.3,0.52,249.0,,2.62,1.56,4.0,9.0,280838.59,359499.0,Mr Clean Car Wash,262 GA-515,Blairsville,30512,1046,4,chain+street+zip,4.0,South,GA,2,8,99.0,2,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 262 GA-515, Blairsville, GA, 30512",34.879433,-83.955529
960.2,128.0,0.0,0.0,3587.620481,169.0,15.79918033,0.08,4.3,457,7.0,,0.45,,,1.22,,2.0,9.0,94253.19,136963.0,Mr Clean Car Wash,1396 W N Blvd,Leesburg,34748,1050,3,chain+street+zip,4.0,South,FL,2,7,99.0,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 1396 W N Blvd, Leesburg, FL, 34748",28.827798,-81.886524
781.3,82.0,0.84,18.0,3473.974303,170.0,19.46065574,0.34,4.3,39,6.0,4.9,1.46,824.0,,1.08,,1.0,2.0,939.4,1419.0,WetnJet Car Wash,516 Friendship Ln,Fredericksburg,78624,1610,1,chain+street+zip,12.0,South,TX,2,37,99.0,0,2,Self-Serve,https://sswash.com/wet-n-jet-car-wash-san-antonio-bexar-county-texas/,"WetnJet Car Wash, 516 Friendship Ln, Fredericksburg, TX, 78624",30.256462,-98.8709079
920.8,138.0,0.0,0.0,3561.571078,159.0,16.09562842,0.14,4.1,235,12.0,3.8,1.39,267.0,,2.14,1.89,,1.0,49417.1,79463.0,Mr Clean Car Wash,3020 S Pine Ave,Ocala,34471,1047,6,chain+street+zip,3.0,South,FL,2,7,99.0,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 3020 S Pine Ave, Ocala, FL, 34471",29.157706,-82.130806
1125.0,138.0,9.38,37.0,3337.213678,173.0,15.8420765,0.09,4.9,27,9.0,3.7,0.37,3.0,,1.48,3.81,3.0,4.0,37697.69,57441.31,Mr Clean Car Wash,4175 Jimmy Carter Blvd,Norcross,30093,1043,12,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 4175 Jimmy Carter Blvd, Norcross, GA, 30093",33.871043,-84.187615
1013.6,101.0,1.61,12.0,3345.328264,130.0,15.95601093,0.75,3.6,42,9.0,4.7,1.55,9.0,,3.7,1.44,,9.0,6262.67,11372.98,Complete Auto Detail & Car Wash,1516 W 5th St,Austin,78703,377,1,chain+street+zip,6.0,South,TX,2,37,99.0,0,3,Hand Wash / Detail,https://completeautodetail.com/,"Complete Auto Detail & Car Wash, 1516 W 5th St, Austin, TX, 78703",30.2738504,-97.7629511
1353.5,167.0,0.0,0.0,3572.548603,155.0,14.81284153,1.09,2.4,49,13.0,3.9,0.72,55.0,,1.03,3.96,,2.0,1154.23,2118.98,Controls Training Classroom,6501 Nob Hill Rd,Tamarac,33321,379,1,chain+street+zip,3.0,South,FL,2,7,99.0,0,1,In-Bay Automatic,https://www.controlsoftinc.com/training/,"Controls Training Classroom, 6501 Nob Hill Rd, Tamarac, FL, 33321",26.2032716,-80.2856211
1083.3,95.0,1.68,16.0,3313.251383,150.0,17.9273224,0.18,3.3,51,4.0,4.4,0.12,866.0,,,,,1.0,117887.31,233320.0,Zips Express Car Wash,13519 US-290,Austin,78737,1645,14,chain+street+zip,3.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://zipscarwash.com/,"Zips Express Car Wash, 13519 US-290, Austin, TX, 78737",30.1965255,-97.9986917
1127.1,123.0,9.73,40.0,3341.601128,178.0,17.4226776,0.12,3.9,7,9.0,4.1,1.0,159.0,,1.79,,3.0,8.0,151412.14,165204.73,Mr Clean Car Wash,4840 Atlanta Hwy,Loganville,30052,1051,1,chain+street+zip,4.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 4840 Atlanta Hwy, Loganville, GA, 30052",33.833447,-83.881198
636.5,44.0,0.35,0.0,3817.996114,182.0,13.76338798,1.35,3.9,293,11.0,,1.23,,,1.2,,,0.0,13492.23,27942.07,Magnus Car Wash,Kendall Dr,San Bernardino,92407,1003,1,chain+street+zip,3.0,West,CA,4,3,99.0,0,3,Hand Wash / Detail,https://magnuscarwashdetai.wixsite.com/magnuscarwashdetail,"Magnus Car Wash, Kendall Dr, San Bernardino, CA, 92407",34.181835,-117.342148
1247.4,118.0,83.79,116.0,2996.883019,125.0,18.71229508,0.32,4.0,56,2.0,4.3,1.1,193.0,,0.03,,2.0,3.0,46.67,96.56,Russell Speeders Avon,265 W Main St,Avon,6001,1206,1,chain+street+zip,16.0,Northeast,CT,1,5,99.0,0,3,Full Service,https://russellspeeders.wixsite.com/rscw/avon_prices__services,"Russell Speeders Avon, 265 W Main St, Avon, CT, 6001",41.812135,-72.854178
1037.3,137.0,0.0,1.0,3641.217197,160.0,16.42923497,0.43,4.2,453,10.0,4.5,0.87,2498.0,2.16,0.56,2.09,8.0,6.0,33047.29,55577.0,Liquid Sunshine,4132 Southside Blvd,Jacksonville,32256,686,1,chain+street+zip,2.0,South,FL,2,7,2.16,0,1,Express Tunnel,https://www.liquidsunshinecarwash.com/,"Liquid Sunshine, 4132 Southside Blvd, Jacksonville, FL, 32256",30.224516,-81.552353
741.0,107.0,0.28,0.0,3261.774611,137.0,20.56530055,0.41,3.9,45,13.0,4.9,0.28,127.0,,,1.37,2.0,20.0,194629.79,168493.0,Soak,420-440 Craigieburn rd,craigieburn,3064,1253,2,chain+city,2.0,,VIC,3,40,99.0,1,1,Express Tunnel,,"Soak, 420-440 Craigieburn rd, craigieburn, VIC, 3064",-37.5933736,144.9089929
192.0,35.0,0.0,0.0,3636.880772,153.0,19.10628415,0.09,4.0,72,12.0,4.8,0.81,6.0,,,4.23,1.0,5.0,51423.0,48487.0,Fusion Express,760 Benetook Ave,Mildura,3500,525,1,chain+city,5.0,,VIC,3,40,99.0,0,1,Express Tunnel,https://fusion-express.com/,"Fusion Express, 760 Benetook Ave, Mildura, VIC, 3500",-34.2200653,142.1507886
